"cellType"	"gene"	"log1p_FC"	"pct.inGroup"	"pct.outGroup"	"wilcox.p"	"wilcox.fdr"	"wilcox.bonferroni"
"1"	"Lymphatic"	"NTS"	0.799264306581836	0.931506849315068	0.0743362831858407	6.36629040883512e-85	3.80067537407456e-82	3.80067537407456e-82
"2"	"Lymphatic"	"TFF3"	2.57113242449826	1	0.148672566371681	1.15237547225074e-75	3.43984078466845e-73	6.8796815693369e-73
"3"	"Lymphatic"	"SCN3B"	0.393674772405776	0.931506849315068	0.115044247787611	1.6656429649352e-71	3.31462950022105e-69	9.94388850066314e-69
"4"	"Lymphatic"	"PROX1"	0.672781609910527	0.917808219178082	0.12212389380531	5.5856375443809e-69	8.33656403498849e-67	3.3346256139954e-66
"5"	"Lymphatic"	"TBX1"	1.27063223361249	0.986301369863014	0.201769911504425	1.20670337816202e-64	1.44080383352545e-62	7.20401916762725e-62
"6"	"Lymphatic"	"ENSG00000267583"	0.686438254406696	0.917808219178082	0.164601769911504	4.69807390741408e-61	4.67458353787701e-59	2.80475012272621e-58
"7"	"Lymphatic"	"MMRN1"	1.82479239691128	1	0.254867256637168	3.06357758338489e-59	2.61279402468683e-57	1.82895581728078e-56
"8"	"Lymphatic"	"PARD6G"	0.53135535099976	0.958904109589041	0.20353982300885	3.79336503395221e-59	2.83079865658683e-57	2.26463892526947e-56
"9"	"Lymphatic"	"CCL21"	4.14653596484675	1	0.286725663716814	3.13808382014451e-58	2.08159560069586e-56	1.87343604062627e-55
"10"	"Lymphatic"	"PTPN3"	0.495515528879163	0.917808219178082	0.198230088495575	5.44289532217758e-56	3.24940850734002e-54	3.24940850734002e-53
"11"	"Lymphatic"	"ACKR2"	0.342399016519631	0.89041095890411	0.168141592920354	9.0620160870628e-54	4.91820327634226e-52	5.41002360397649e-51
"12"	"Lymphatic"	"TNFRSF11A"	0.325475558612779	0.863013698630137	0.16283185840708	1.67915530510234e-53	8.35379764288412e-52	1.00245571714609e-50
"13"	"Lymphatic"	"PKHD1L1"	1.81820028357085	1	0.341592920353982	3.27765438797356e-52	1.5051997458617e-50	1.95675966962022e-49
"14"	"Lymphatic"	"FLT4"	0.623125869088323	0.958904109589041	0.267256637168142	1.65306519939945e-51	7.04914231458192e-50	9.86879924041469e-49
"15"	"Lymphatic"	"SV2B"	0.338754421548534	0.931506849315068	0.231858407079646	2.4952741503274e-50	9.93119111830305e-49	1.48967866774546e-47
"16"	"Lymphatic"	"STON2"	0.983281230113898	1	0.36283185840708	5.62374145053853e-50	2.09835852873219e-48	3.3573736459715e-47
"17"	"Lymphatic"	"KLHL4"	0.626910421818397	0.945205479452055	0.286725663716814	1.97989572510416e-49	6.95292792874815e-48	1.18199774788718e-46
"18"	"Lymphatic"	"MPP7"	0.88636434178752	0.958904109589041	0.332743362831858	5.02016787556427e-48	1.66502234539548e-46	2.99704022171187e-45
"19"	"Lymphatic"	"TM4SF18"	0.435631532911583	0.945205479452055	0.226548672566372	5.95802148392786e-48	1.87207306626575e-46	3.55693882590493e-45
"20"	"Lymphatic"	"SEMA3D"	0.751103584860368	0.945205479452055	0.315044247787611	2.51219692955778e-47	7.49890783472998e-46	1.499781566946e-44
"21"	"Lymphatic"	"EFNA5"	1.48437856188398	0.986301369863014	0.446017699115044	3.66096843500928e-47	1.04076102652407e-45	2.18559815570054e-44
"22"	"Lymphatic"	"STOX2"	1.48710413755997	1	0.51858407079646	1.95452459599414e-46	5.30386901731138e-45	1.1668511838085e-43
"23"	"Lymphatic"	"DOCK5"	1.49018482539981	0.986301369863014	0.483185840707965	8.04334480140475e-46	2.08777254192984e-44	4.80187684643864e-43
"24"	"Lymphatic"	"RELN"	0.824199522141922	0.931506849315068	0.313274336283186	1.22580052433476e-45	3.0491788042827e-44	7.31802913027849e-43
"25"	"Lymphatic"	"DLGAP2"	0.853104763906074	0.958904109589041	0.35929203539823	2.86347251279395e-45	6.83797236055194e-44	1.70949309013799e-42
"26"	"Lymphatic"	"SEMA3A"	1.48899262525298	0.986301369863014	0.493805309734513	6.03913109258635e-45	1.38667740856694e-43	3.60536126227405e-42
"27"	"Lymphatic"	"CASP17P"	0.722205516412049	0.986301369863014	0.435398230088496	1.69546423853881e-44	3.7437883466851e-43	1.01219215040767e-41
"28"	"Lymphatic"	"CATSPERB"	0.751313042895192	0.917808219178082	0.297345132743363	1.7558806316111e-44	3.7437883466851e-43	1.04826073707183e-41
"29"	"Lymphatic"	"LINC02147"	1.07382201279558	0.986301369863014	0.408849557522124	4.40168180265786e-44	9.06139322823014e-43	2.62780403618674e-41
"30"	"Lymphatic"	"GPM6A"	0.939929702729439	0.931506849315068	0.343362831858407	1.08864817733948e-43	2.16640987290557e-42	6.49922961871671e-41
"31"	"Lymphatic"	"VAV3"	1.03726994445553	0.972602739726027	0.414159292035398	1.17753667539092e-43	2.26770772647865e-42	7.02989395208382e-41
"32"	"Lymphatic"	"MRC1"	0.899012458517613	0.972602739726027	0.476106194690265	1.29346389152981e-43	2.4131185726353e-42	7.72197943243297e-41
"33"	"Lymphatic"	"TSPAN5"	0.807818914617682	0.972602739726027	0.417699115044248	1.37362539375938e-43	2.48501321234652e-42	8.20054360074352e-41
"34"	"Lymphatic"	"LIMS3"	0.417438723642515	0.876712328767123	0.258407079646018	1.93998317828927e-41	3.35624704057428e-40	1.15816995743869e-38
"35"	"Lymphatic"	"SLC38A1"	0.475983286143871	0.945205479452055	0.343362831858407	1.96764901876214e-41	3.35624704057428e-40	1.174686464201e-38
"36"	"Lymphatic"	"CD36"	1.44819158121515	0.986301369863014	0.483185840707965	2.03373223398848e-41	3.37260595469756e-40	1.21413814369112e-38
"37"	"Lymphatic"	"PGM5"	0.960702567064804	0.972602739726027	0.490265486725664	3.0412961464267e-41	4.90717243085605e-40	1.81565379941674e-38
"38"	"Lymphatic"	"FABP5P7"	0.883996896863326	0.986301369863014	0.486725663716814	5.44376044439313e-41	8.5524341718492e-40	3.2499249853027e-38
"39"	"Lymphatic"	"FAM189A2"	0.384806380601663	0.904109589041096	0.276106194690265	1.76935543081344e-40	2.70847485178365e-39	1.05630519219563e-37
"40"	"Lymphatic"	"PTPRE"	1.38841050562512	0.986301369863014	0.64070796460177	3.1941147065759e-40	4.76721619956453e-39	1.90688647982581e-37
"41"	"Lymphatic"	"SLC22A23"	0.764559344392093	0.958904109589041	0.456637168141593	3.70136548843039e-40	5.38954925998279e-39	2.20971519659294e-37
"42"	"Lymphatic"	"FAM102A"	0.400780148702018	0.904109589041096	0.31858407079646	4.77477071040475e-40	6.7869955097896e-39	2.85053811411163e-37
"43"	"Lymphatic"	"PCSK6"	0.535526018280354	0.931506849315068	0.350442477876106	8.67754131337015e-40	1.20476561955395e-38	5.18049216408198e-37
"44"	"Lymphatic"	"MAF"	0.847759602418466	0.972602739726027	0.557522123893805	2.18560159353156e-39	2.96546398031441e-38	1.30480415133834e-36
"45"	"Lymphatic"	"PDPN"	0.714974773531321	0.904109589041096	0.276106194690265	3.53229034400005e-39	4.68617185637339e-38	2.10877733536803e-36
"46"	"Lymphatic"	"IL7"	0.458404115191965	0.931506849315068	0.385840707964602	3.8278940218113e-39	4.96794071961162e-38	2.28525273102134e-36
"47"	"Lymphatic"	"FLRT2"	0.753631103121097	0.931506849315068	0.380530973451327	5.51253403521002e-39	7.00209110429869e-38	3.29098281902038e-36
"48"	"Lymphatic"	"SMAD1"	0.71092863251935	0.945205479452055	0.446017699115044	9.27557456938716e-39	1.15364958706753e-37	5.53751801792413e-36
"49"	"Lymphatic"	"STMN1"	0.797093532516103	0.972602739726027	0.564601769911504	1.02489485717261e-38	1.24869842802459e-37	6.11862229732047e-36
"50"	"Lymphatic"	"P3H2"	0.511799473126119	0.917808219178082	0.35929203539823	2.95056490392778e-38	3.52297449528977e-37	1.76148724764488e-35
"51"	"Lymphatic"	"ENSG00000223786"	0.721593933768793	0.917808219178082	0.384070796460177	4.34787587411564e-38	5.0895723467589e-37	2.59568189684704e-35
"52"	"Lymphatic"	"FABP5"	0.818236183543983	0.972602739726027	0.492035398230089	9.59941927632083e-38	1.10208717460837e-36	5.73085330796354e-35
"53"	"Lymphatic"	"CHST15"	0.433810618867578	0.958904109589041	0.430088495575221	1.20831061137756e-37	1.36105931130642e-36	7.21361434992401e-35
"54"	"Lymphatic"	"RASGRP3"	0.536023796962125	0.958904109589041	0.430088495575221	4.488919103955e-37	4.96274945381692e-36	2.67988470506113e-34
"55"	"Lymphatic"	"STX3"	0.94037454916055	0.986301369863014	0.633628318584071	8.53084938201127e-37	9.25984923829223e-36	5.09291708106073e-34
"56"	"Lymphatic"	"PPFIBP1"	1.45322513444437	0.986301369863014	0.842477876106195	9.36635546643445e-37	9.98520395260959e-36	5.59171421346137e-34
"57"	"Lymphatic"	"LAYN"	0.317483395490836	0.904109589041096	0.348672566371681	1.04449572971092e-36	1.09397184322354e-35	6.23563950637416e-34
"58"	"Lymphatic"	"PPP1R2"	0.893626252634335	0.972602739726027	0.679646017699115	1.22733452653649e-36	1.26330812472808e-35	7.32718712342286e-34
"59"	"Lymphatic"	"NRP2"	0.781954873754	0.917808219178082	0.430088495575221	2.25462620662223e-36	2.28137600907368e-35	1.34601184535347e-33
"60"	"Lymphatic"	"GGTA1P"	0.341718476128598	0.89041095890411	0.309734513274336	3.924761302492e-36	3.90513749597954e-35	2.34308249758772e-33
"61"	"Lymphatic"	"GRAPL"	0.316754305691974	0.89041095890411	0.284955752212389	4.50914892768178e-36	4.4130523111902e-35	2.69196190982602e-33
"62"	"Lymphatic"	"NHSL1"	1.24164303217739	0.958904109589041	0.654867256637168	4.7425040235311e-36	4.56657242265818e-35	2.83127490204807e-33
"63"	"Lymphatic"	"CXorf36"	0.663316121733275	0.958904109589041	0.378761061946903	5.29081455948845e-36	5.01367665399144e-35	3.15861629201461e-33
"64"	"Lymphatic"	"SNCG"	0.968989719070224	0.972602739726027	0.56283185840708	5.98787178003409e-36	5.58556164481305e-35	3.57475945268035e-33
"65"	"Lymphatic"	"PTPRG"	-1.57515494796288	0.904109589041096	0.973451327433628	8.62364984473193e-36	7.81859778926302e-35	5.14831895730496e-33
"66"	"Lymphatic"	"ITGA9"	0.927166300353272	0.972602739726027	0.626548672566372	8.64367594792897e-36	7.81859778926302e-35	5.16027454091359e-33
"67"	"Lymphatic"	"LYVE1"	0.758077944640664	0.945205479452055	0.431858407079646	1.51897629995733e-35	1.35347589712616e-34	9.06828851074528e-33
"68"	"Lymphatic"	"NR2F1-AS1"	0.663332591404384	0.986301369863014	0.461946902654867	3.20240294566474e-35	2.81152140964978e-34	1.91183455856185e-32
"69"	"Lymphatic"	"ATP5F1E"	1.01076445999602	1	0.953982300884956	3.72254282091201e-35	3.22080878852821e-34	2.22235806408447e-32
"70"	"Lymphatic"	"PDE7B"	0.830982683524604	0.931506849315068	0.470796460176991	4.03287339218499e-35	3.43946487876348e-34	2.40762541513444e-32
"71"	"Lymphatic"	"TC2N"	0.467418073568314	0.917808219178082	0.366371681415929	8.41098904916735e-35	7.07233867937029e-34	5.02136046235291e-32
"72"	"Lymphatic"	"MGAT4C"	0.449409460979893	0.904109589041096	0.419469026548673	9.69090009450055e-35	8.0353713283567e-34	5.78546735641683e-32
"73"	"Lymphatic"	"COLEC12"	0.690652890865169	0.945205479452055	0.454867256637168	1.86515880279461e-34	1.52534219899778e-33	1.11349980526838e-31
"74"	"Lymphatic"	"SLCO2B1"	0.496414749183571	0.917808219178082	0.408849557522124	2.07230234890211e-34	1.67184392201968e-33	1.23716450229456e-31
"75"	"Lymphatic"	"CD9"	1.1693291102905	0.986301369863014	0.833628318584071	8.62816284263796e-34	6.86801762273982e-33	5.15101321705486e-31
"76"	"Lymphatic"	"KRT18"	0.386167006182224	0.89041095890411	0.332743362831858	9.96730318269255e-34	7.82957894745717e-33	5.95048000006745e-31
"77"	"Lymphatic"	"ABHD17B"	0.563394433267709	0.945205479452055	0.555752212389381	1.58929035708944e-33	1.23221603010701e-32	9.48806343182395e-31
