"cellType"	"gene"	"log1p_FC"	"pct.inGroup"	"pct.outGroup"	"wilcox.p"	"wilcox.fdr"	"wilcox.bonferroni"
"1"	"ncMonocyte"	"LILRB2"	0.765801482961426	0.986842105263158	0.677100494233937	1.10637739130784e-42	4.87912429566758e-40	4.87912429566758e-40
"2"	"ncMonocyte"	"LILRA5"	0.839381916931683	0.986842105263158	0.640856672158155	1.07471837812711e-41	2.36975402377028e-39	4.73950804754056e-39
"3"	"ncMonocyte"	"PAG1"	1.41862873289023	1	0.891268533772652	9.14863464462343e-41	1.34484929275964e-38	4.03454787827893e-38
"4"	"ncMonocyte"	"PPM1L"	0.819116514773154	0.986842105263158	0.813838550247117	1.06186279332774e-38	1.17070372964383e-36	4.68281491857533e-36
"5"	"ncMonocyte"	"PAPSS2"	1.13512122910038	0.973684210526316	0.751235584843493	8.48920917954904e-38	6.34361065940361e-36	3.74374124818113e-35
"6"	"ncMonocyte"	"EXT1"	0.986681092983877	1	0.904448105436573	8.63076280190967e-38	6.34361065940361e-36	3.80616639564216e-35
"7"	"ncMonocyte"	"LYN"	1.16195133161503	1	0.971993410214168	6.57212534132391e-37	4.14043896503406e-35	2.89830727552384e-34
"8"	"ncMonocyte"	"WARS"	1.47565448251946	0.986842105263158	0.915980230642504	1.98973855143401e-36	1.096843376478e-34	8.77474701182397e-34
"9"	"ncMonocyte"	"MTSS1"	1.20141262743904	1	0.835255354200989	2.67704859738333e-36	1.31175381271783e-34	1.18057843144605e-33
"10"	"ncMonocyte"	"IFITM2"	1.5096152255613	0.986842105263158	0.920922570016474	4.11951399452373e-36	1.81670567158497e-34	1.81670567158497e-33
"11"	"ncMonocyte"	"HES4"	0.373717910766043	0.947368421052632	0.612850082372323	5.66598755005244e-36	2.27154591779375e-34	2.49870050957313e-33
"12"	"ncMonocyte"	"GCH1"	0.682178555044228	0.973684210526316	0.803953871499176	1.36608828320294e-35	5.0203744407708e-34	6.02444932892496e-33
"13"	"ncMonocyte"	"PILRA"	0.567047436166865	0.960526315789474	0.756177924217463	4.12784477679831e-35	1.4002919588985e-33	1.82037954656806e-32
"14"	"ncMonocyte"	"LILRB1"	0.347870282160336	0.947368421052632	0.614497528830313	1.14811549329612e-34	3.46368062366259e-33	5.0631893254359e-32
"15"	"ncMonocyte"	"POU2F2"	0.477710855216175	0.960526315789474	0.747940691927512	1.17812266110973e-34	3.46368062366259e-33	5.19552093549389e-32
"16"	"ncMonocyte"	"C5AR2"	0.61769758421042	0.947368421052632	0.630971993410214	1.56544331286053e-34	4.31475313107184e-33	6.90360500971494e-32
"17"	"ncMonocyte"	"ADGRE2"	0.793195837294983	0.986842105263158	0.815485996705107	2.24086110954184e-34	5.6338179121695e-33	9.88219749307953e-32
"18"	"ncMonocyte"	"IFITM3"	1.18882276076338	0.986842105263158	0.868204283360791	2.29951751517122e-34	5.6338179121695e-33	1.01408722419051e-31
"19"	"ncMonocyte"	"NCOA2"	0.625983022975799	0.986842105263158	0.873146622734761	2.74373246906842e-34	6.36834746767987e-33	1.20998601885918e-31
"20"	"ncMonocyte"	"RNF144B"	1.29493149100727	1	0.912685337726524	3.84683954806699e-34	8.48228120348772e-33	1.69645624069754e-31
"21"	"ncMonocyte"	"NAMPT"	1.61442535855864	1	0.955518945634267	4.18062081584599e-34	8.77930371327657e-33	1.84365377978808e-31
"22"	"ncMonocyte"	"NOCT"	0.514521564093331	1	0.779242174629325	4.61104079218512e-34	9.24304086069835e-33	2.03346898935364e-31
"23"	"ncMonocyte"	"CHST15"	0.489675378159879	0.973684210526316	0.668863261943987	2.92632503508628e-33	5.61091017596978e-32	1.29050934047305e-30
"24"	"ncMonocyte"	"UTRN"	0.849053743036503	1	0.911037891268534	1.11999472696268e-32	2.05799031079393e-31	4.93917674590543e-30
"25"	"ncMonocyte"	"SAT1"	1.09703911419003	1	0.99505766062603	1.39545259224051e-32	2.46157837271225e-31	6.15394593178064e-30
"26"	"ncMonocyte"	"TUT7"	0.592926608569603	0.986842105263158	0.827018121911038	1.98109137260037e-32	3.36023575121833e-31	8.73661295316765e-30
"27"	"ncMonocyte"	"C5AR1"	1.15738326709621	1	0.784184514003295	2.30525467230363e-32	3.75536909706383e-31	1.0166173104859e-29
"28"	"ncMonocyte"	"ENSG00000263264"	0.321441696939808	0.894736842105263	0.551894563426689	2.3843613314691e-32	3.75536909706383e-31	1.05150334717787e-29
"29"	"ncMonocyte"	"BHLHE40"	-0.48470953114315	0.842105263157895	0.952224052718287	2.89092761252178e-32	4.23581664422604e-31	1.2748990771221e-29
"30"	"ncMonocyte"	"TMTC1"	0.347977669473218	0.907894736842105	0.56507413509061	2.92421280083626e-32	4.23581664422604e-31	1.28957784516879e-29
"31"	"ncMonocyte"	"PTPRC"	0.795069099762033	1	0.962108731466227	3.03687244581708e-32	4.23581664422604e-31	1.33926074860533e-29
"32"	"ncMonocyte"	"TBXAS1"	0.97421415061983	0.986842105263158	0.932454695222405	3.07360844932502e-32	4.23581664422604e-31	1.35546132615233e-29
"33"	"ncMonocyte"	"TCF7L2"	1.0387029309813	0.986842105263158	0.739703459637562	4.66078489545339e-32	6.2285034511968e-31	2.05540613889494e-29
"34"	"ncMonocyte"	"LIMD1"	0.386660890470962	0.960526315789474	0.767710049423394	4.89512817482682e-32	6.34926919146655e-31	2.15875152509863e-29
"35"	"ncMonocyte"	"KCNAB2"	0.833266389336701	0.986842105263158	0.838550247116969	1.80782305432786e-31	2.2778570484531e-30	7.97249966958585e-29
"36"	"ncMonocyte"	"VIM"	-1.04827189632954	0.986842105263158	0.991762767710049	6.68831406073293e-31	8.19318472439784e-30	2.94954650078322e-28
