"cellType"	"gene"	"log1p_FC"	"pct.inGroup"	"pct.outGroup"	"wilcox.p"	"wilcox.fdr"	"wilcox.bonferroni"
"1"	"NK"	"S1PR5"	0.495982281609082	0.987012987012987	0.25296442687747	1.41863983472724e-57	5.09291700667078e-55	5.09291700667078e-55
"2"	"NK"	"FGFBP2"	1.12601199172747	0.987012987012987	0.280632411067194	9.54330109453075e-57	1.68434749366967e-54	3.42604509293654e-54
"3"	"NK"	"PTGDS"	0.484132602852091	0.974025974025974	0.258893280632411	1.40753272451504e-56	1.68434749366967e-54	5.053042481009e-54
"4"	"NK"	"ENSG00000215765"	0.437182632407763	0.974025974025974	0.237154150197628	3.43950801184982e-56	3.08695844063521e-54	1.23478337625409e-53
"5"	"NK"	"GPR141"	0.615637400126255	0.974025974025974	0.324110671936759	2.61795797732481e-51	1.87969382771921e-49	9.39846913859605e-49
"6"	"NK"	"SH2D1B"	0.462016439044192	0.961038961038961	0.288537549407115	3.01097062413176e-47	1.8015640901055e-45	1.0809384540633e-44
"7"	"NK"	"BNC2"	0.968401187486111	1	0.531620553359684	4.06322687638968e-47	2.08385492660556e-45	1.45869844862389e-44
"8"	"NK"	"KLRF1"	1.15192685101494	1	0.430830039525692	5.58728696787865e-47	2.50729502683554e-45	2.00583602146843e-44
"9"	"NK"	"ST3GAL4"	0.36036669074482	0.987012987012987	0.446640316205534	6.64333575434689e-46	2.64995281756726e-44	2.38495753581053e-43
"10"	"NK"	"FCGR3A"	0.889690224684738	0.987012987012987	0.527667984189723	9.47473265019531e-46	3.40142902142012e-44	3.40142902142012e-43
"11"	"NK"	"PRF1"	1.67354138042643	1	0.598814229249012	1.17888182264803e-45	3.84744158482404e-44	4.23218574330644e-43
"12"	"NK"	"OSBPL5"	0.607088056178405	0.987012987012987	0.424901185770751	1.6272501650512e-45	4.86819007711151e-44	5.84182809253381e-43
"13"	"NK"	"SPON2"	1.24665083322511	1	0.717391304347826	4.60134915821878e-45	1.27068026753888e-43	1.65188434780054e-42
"14"	"NK"	"GZMB"	1.90864106705282	1	0.602766798418972	6.37239589670249e-45	1.63406437636871e-43	2.28769012691619e-42
"15"	"NK"	"PRSS23"	0.309978151476054	0.961038961038961	0.424901185770751	2.67352674550792e-43	6.39864067758228e-42	9.59796101637342e-41
"16"	"NK"	"GK5"	0.381554891521647	0.987012987012987	0.535573122529644	4.6927170868219e-43	1.05292839635566e-41	1.68468543416906e-40
"17"	"NK"	"NKG7"	2.41138763249073	1	0.650197628458498	1.13139097684602e-42	2.38923153345719e-41	4.06169360687722e-40
"18"	"NK"	"ADGRG1"	0.303877512843218	0.948051948051948	0.341897233201581	1.37132259785664e-42	2.7350267368363e-41	4.92304812630535e-40
"19"	"NK"	"CST7"	1.41583160862706	1	0.620553359683794	1.51794916000087e-42	2.86812499179112e-41	5.44943748440313e-40
"20"	"NK"	"CD247"	1.8965373110262	1	0.766798418972332	1.93133403512485e-42	3.4667445930491e-41	6.93348918609821e-40
"21"	"NK"	"TTC38"	0.375366228708141	0.987012987012987	0.523715415019763	6.31002600933367e-42	1.07871397016704e-40	2.26529933735079e-39
"22"	"NK"	"PTPN12"	1.04392386421879	1	0.774703557312253	9.96238907961525e-42	1.62568076344631e-40	3.57649767958188e-39
"23"	"NK"	"PYHIN1"	0.71444686026311	1	0.624505928853755	1.0473558622828e-40	1.63478588938923e-39	3.76000754559524e-38
"24"	"NK"	"CCL3"	0.51234144277993	0.948051948051948	0.373517786561265	1.16333455195587e-40	1.74015460063399e-39	4.17637104152157e-38
"25"	"NK"	"CLIC3"	0.613999195405807	0.974025974025974	0.434782608695652	1.56702015034807e-40	2.25024093589982e-39	5.62560233974956e-38
"26"	"NK"	"ENSG00000276241"	0.465828363428173	0.974025974025974	0.395256916996047	1.99079807755613e-40	2.74883273016404e-39	7.14696509842651e-38
"27"	"NK"	"C1orf21"	0.835593236154962	0.974025974025974	0.533596837944664	2.10890355073359e-40	2.80406064708652e-39	7.5709637471336e-38
"28"	"NK"	"PDGFD"	0.533926916020999	0.987012987012987	0.517786561264822	2.53524030363742e-40	3.25054024644941e-39	9.10151269005835e-38
"29"	"NK"	"LINGO2"	0.531659960892938	0.961038961038961	0.511857707509881	5.42308535676041e-40	6.71340566578272e-39	1.94688764307699e-37
"30"	"NK"	"DTHD1"	0.449957563504354	0.961038961038961	0.434782608695652	7.52036924812696e-40	8.99937520025859e-39	2.69981256007758e-37
"31"	"NK"	"TGFBR3"	0.747096726212927	1	0.662055335968379	1.12208248380309e-39	1.29944390866229e-38	4.02827611685311e-37
"32"	"NK"	"CCL4"	2.30247042407407	1	0.715415019762846	2.65989555082484e-39	2.98407032108161e-38	9.54902502746116e-37
"33"	"NK"	"PLEK"	0.320085817036112	0.987012987012987	0.567193675889328	5.51172352631045e-39	5.99608710892561e-38	1.97870874594545e-36
"34"	"NK"	"NCR1"	0.337586150586393	0.974025974025974	0.363636363636364	1.5882041337685e-38	1.67695671771438e-37	5.70165284022891e-36
"35"	"NK"	"PPM1L"	0.413843453946551	0.987012987012987	0.620553359683794	2.01943063380241e-38	2.07135885010019e-37	7.24975597535067e-36
"36"	"NK"	"ENSG00000277089"	0.33663260773675	0.961038961038961	0.426877470355731	2.36281716623622e-38	2.3562537852189e-37	8.48251362678803e-36
"37"	"NK"	"YES1"	1.35188086790991	1	0.792490118577075	2.6225988285096e-38	2.54462967414851e-37	9.41512979434947e-36
"38"	"NK"	"CTBP2"	0.441978989874772	0.987012987012987	0.575098814229249	7.94264835405693e-38	7.50371252396431e-37	2.85141075910644e-35
"39"	"NK"	"CARD11"	1.19048230829145	1	0.895256916996047	8.16070289727118e-38	7.51203164133424e-37	2.92969234012036e-35
"40"	"NK"	"GNLY"	2.34600365955955	1	0.662055335968379	8.55057828173183e-38	7.67414400785431e-37	3.06965760314173e-35
"41"	"NK"	"KLRD1"	1.71617372196179	1	0.683794466403162	8.78438440063811e-38	7.69169268250996e-37	3.15359399982908e-35
"42"	"NK"	"AXIN1"	0.502180791526509	0.987012987012987	0.697628458498024	9.34276081234603e-38	7.98583602769577e-37	3.35405113163222e-35
